51305975346,dcb,57,255
51306004746,dge,225,200
51306027601,cbd,193,238
51306047172,cae,211,252
51306061536,dfe,21,106
51306081285,fgg,297,11
51306108900,dae,246,283
51306131130,fcg,120,155
51306133232,ceb,80,31
51306138222,dba,206,79
51306166097,aab,213,291
51306219691,ebc,29,235
51306225534,bfe,187,83
51306226130,gdc,166,270
51306231597,beg,157,183
51306244490,bgf,93,172
51306253514,gcf,70,104
51306274165,eef,84,236
51306280436,edd,155,150
51306297607,cea,92,176
51306300996,def,147,99
51306307809,ebc,190,244
51306323152,fef,193,137
51306323999,fdc,5,144
51306330497,bdc,20,111
51306381113,fcf,265,281
51306405085,dgc,78,145
51306409553,bfc,253,280
51306429451,gcd,277,11
51306474352,fga,97,109
51306482293,dag,41,178
51306488667,cbc,206,231
51306488844,cbd,292,197
51306490064,eed,24,263
51306492005,egb,68,185
51306508959,eeb,34,187
51306516989,ged,32,131
51306527563,dgd,234,215
51306583674,aba,231,183
51306584943,ecb,135,30
51306585877,cdc,196,173
51306598020,gca,163,28
51306636833,cde,43,53
51306640186,eba,144,110
51306679964,cca,132,211
51306696165,geg,270,199
51306697057,fca,273,155
51306702857,aga,263,93
51306706020,aae,178,218
51306733235,cgc,194,150
51306745713,aga,190,91
51306778481,fee,225,90
51306785524,egf,96,245
51306800111,fce,131,272
51306819443,gcg,295,269
51306833005,deg,249,269
51306835778,abb,225,277
51306841815,aea,38,256
51306841906,fce,116,220
51306842931,ead,38,193
51306856885,dgc,148,149
51306857292,adc,94,60
51306912070,fef,137,126
51306914528,gdc,154,218
51306917634,dcg,274,52
51306937323,bcf,63,81
51306946278,ggd,53,24
51306957310,afb,258,226
51306966667,cgf,49,22
51306971646,bfd,223,142
51306981142,gcb,247,226
51306981868,gbe,90,47
51306988994,egg,281,66
51306993239,ebb,234,42
51307064706,bfd,291,129
51307102822,dce,8,317
51307108288,dda,34,88
51307109951,acd,45,212
51307129305,abg,34,226
51307130234,gac,171,95
51307155311,ceb,108,35
51307183646,ffd,207,150
51307227670,bfg,275,22
51307231862,fcc,259,108
51307235151,ggc,291,335
51307283693,bbd,231,183
51307302766,ebd,39,207
51307324872,acb,208,219
51307368550,dfg,230,223
51307375563,bbe,8,71
51307398553,abb,191,310
51307408304,caf,65,187
51307435587,ecd,143,293
51307481258,cag,232,107
51307494404,ccc,125,34
51307506960,eaa,148,277
51307518479,gdd,143,95
51307521529,gec,273,126
51307542932,fbf,146,96
51307552584,ccg,250,98
51307567770,dff,217,81
51307568099,dbb,88,305
51307580291,bfe,59,83
51307599703,cbf,134,18
51307603329,ddb,59,140
51307609219,fgc,188,224
51307613524,ggf,70,106
51307615661,faa,53,103
51307618291,fdf,145,21
51307636305,fae,273,30
51307662431,fda,159,212
51307669718,ggg,73,204
51307676505,eag,53,46
51307679280,bcd,133,240
51307684293,baf,10,231
51307689194,ceb,290,28
51307699054,dbe,137,106
51307710865,edf,4,17
51307715532,gbb,16,65
51307738411,eec,94,185
51307747022,fga,16,90
51307752152,fdb,18,258
51307752760,add,24,272
51307757143,aba,103,206
51307781783,gcc,68,80
51307789296,aeg,162,73
51307794470,efd,68,177
51307795508,bgc,94,185
51307807378,eee,5,101
51307839193,eag,255,44
51307840155,fcc,180,95
51307846227,gfg,117,175
51307859331,afg,37,112
51307863989,eab,267,132
51307907247,eab,145,143
51307910243,geb,263,50
51307912317,dea,257,67
51307927781,cdf,125,91
51307934399,gaf,120,53
51307935021,fff,169,220
51307945870,eea,263,331
51307954200,bdd,262,115
51307964116,ceb,215,31
51307985411,dbc,67,175
51308011516,aeg,152,74
51308027357,bea,290,126
51308033616,ace,139,194
51308040052,ega,180,181
51308046897,cff,45,90
51308056377,bad,69,305
51308060912,dfc,244,167
51308064487,beb,205,254
51308067973,acg,267,12
51308104551,ddg,122,227
51308135377,ace,48,217
51308167247,bfb,187,155
51308185503,ggb,15,213
51308201840,ccg,5,94
51308216698,fcg,214,145
51308217118,bbf,247,274
51308245541,ffg,205,223
51308253945,gfc,292,57
51308263218,dbc,81,145
51308267447,cfc,80,22
51308279763,bba,295,276
51308293284,caa,16,25
51308336505,bca,55,164
51308343261,gfe,181,176
51308343317,ded,166,62
51308372102,ebc,231,273
51308373090,bab,255,93
51308413052,cdd,146,124
51308417018,gag,218,35
51308421833,cbb,224,68
51308436123,ceb,280,32
51308471565,dba,180,78
51308493243,cfb,82,23
51308497758,ccf,152,35
51308503760,bba,236,270
51308521693,cgd,293,185
51308530626,dfa,130,189
51308553761,fgg,168,9
51308557147,aad,94,330
51308558731,cgf,17,18
51308567232,fcd,136,86
51308575315,ede,119,96
51308590893,cgc,132,130
51308607031,efb,124,14
51308611983,gdg,165,5
51308615233,cbd,155,210
51308621370,gde,174,49
51308634237,ffc,259,82
51308650294,cdg,122,77
51308653824,eeg,114,21
51308664117,fab,225,143
51308680415,feb,71,201
51308693279,fca,77,165
51308694249,cfa,6,65
51308697771,fbd,177,130
51308712917,ega,24,188
51308720338,gae,7,295
51308731464,gfg,230,159
51308736756,cgg,48,190
51308767683,dbd,245,179
51308787752,bef,88,61
51308802789,dgg,130,159
51308817529,aff,99,148
51308826585,efb,289,14
51308832302,cac,294,165
51308865909,fac,109,307
51308868131,dbg,1,215
51308902416,fec,111,237
51308920292,fga,15,83
51308921566,cae,93,279
51308988335,fge,134,190
51308991249,faf,142,99
51308992507,eea,222,390
51308996924,dfb,30,219
51309010239,fde,153,269
51309010691,fad,97,299
51309012465,egg,15,67
51309025967,cdb,67,75
51309058984,ebg,221,166
51309063202,efa,150,151
51309071157,cgb,49,291
51309073027,egc,227,124
51309073536,fbe,150,14
51309083838,dgd,225,238
51309090236,bfc,141,240
51309100037,eac,269,259
51309121867,adc,216,54
51309140873,edc,269,261
51309153606,gcg,276,250
51309158650,gcd,16,11
51309162667,gba,221,60
51309167663,gfd,288,102
51309170488,ffb,66,212
51309181885,acc,256,219
51309184338,gge,271,31
51309184371,eda,285,286
51309190855,dcd,297,14
51309207951,cbe,224,186
51309212828,ada,45,208
51309268040,eaf,75,111
51309298359,bbd,267,161
51309304499,afg,143,101
51309321401,gbb,217,54
51309323807,bdg,279,211
51309325485,bgg,166,126
51309349477,gag,74,34
51309351897,ecg,6,148
51309361338,gab,105,160
51309365357,ebb,216,33
51309386679,bbc,46,245
51309387126,ced,174,89
51309397311,fgf,34,90
51309414350,efg,22,230
51309429312,aga,176,101
51309432344,ece,91,220
51309440587,aaf,76,306
51309456210,cab,151,218
51309460438,ceg,28,74
51309473249,efc,100,242
51309503662,ccd,170,151
51309505902,ebf,290,110
51309544490,fba,161,288
51309549126,ggb,249,230
51309549808,dga,118,79
51309552247,fcb,279,169
51309552804,cfg,259,255
51309554342,adg,278,187
51309589886,daf,30,193
51309592607,dac,107,150
51309600090,ddd,14,50
51309612974,cfe,172,250
51309621763,fdg,220,264
51309625490,efe,150,176
51309638538,afe,250,106
51309653381,gcc,244,70
51309655294,edc,131,266
51309657660,afd,123,256
51309693428,ddf,18,161
51309698062,acf,83,289
51309713726,bce,135,93
51309726912,bcg,53,154
51309735578,abc,62,226
51309752000,daa,288,276
51309758139,dgf,297,53
51309783805,bda,285,13
51309801695,gda,269,93
51309837724,cbg,113,271
51309858435,bff,281,64
51309893837,adf,128,272
51309895410,ebe,161,251
51309910005,dcf,28,96
51309911964,gbf,194,78
51309922388,fea,22,37
51309926827,bgb,163,54
51309930191,dee,133,67
51309930600,eae,74,44
51309947449,edb,84,123
51309947760,ecc,241,19
51309951369,agg,297,238
51309956903,fdg,242,277
51309970672,fdc,223,167
51309973374,gbg,131,189
51309984706,aee,180,275
51309990746,aed,232,285
51310006346,bfa,196,111
51310007611,fgc,112,230
51310024856,eag,183,45
51310047516,ffb,1,175
51310053241,def,177,99
51310059778,dfd,211,73
51310065329,fbb,43,206
51310088323,dea,163,67
51310096886,acf,23,291
51310142428,fdd,249,58
51310158478,gfe,166,160
51310199498,bgb,218,50
51310214063,bac,220,123
51310214960,fbc,77,16
51310218498,fae,256,25
51310250632,fbb,203,168
51310269549,adc,5,57
51310276345,cfc,164,18
51310300120,gdc,221,228
51310313766,abd,163,334
51310322589,bce,190,90
51310338117,fgb,74,83
51310341261,fdb,82,263
51310347848,fdf,51,18
51310347987,geg,86,173
51310417431,fda,233,248
51310417683,bfa,47,130
51310441959,edc,78,258
51310479455,baa,238,91
51310550266,cgc,179,149
51310588067,abg,90,201
51310609356,aca,52,36
51310617004,fed,120,194
51310636411,cef,45,213
51310641472,ebb,221,33
51310647280,ade,19,165
51310653988,cdc,68,202
51310727536,eee,109,118
51310739244,bab,258,77
51310758464,dbc,193,124
51310770611,fbg,148,129
51310778242,fab,50,161
51310800319,dbe,28,100
51310829567,bea,288,122
51310838743,bdc,3,93
51310841050,gga,281,138
51310844276,ege,16,95
51310845832,dda,98,73
51310855632,ace,122,225
51310902530,aec,289,18
51310921666,cce,245,109
51310925009,edg,156,178
51310944841,dag,55,176
51310951114,dgc,218,126
51310962668,gaf,30,48
51310969262,fag,103,160
51310997939,dgf,56,56
51311013438,aae,216,231
51311067654,ffe,94,248
51311105992,dbf,66,146
51311111881,dcc,113,103
51311118213,fdc,116,153
51311149054,cca,46,211
51311167493,dac,268,132
51311183036,cgb,282,346
51311183236,ffc,295,82
51311188205,cfa,253,73
51311200070,aac,247,169
51311203851,egc,221,114
51311209658,agd,272,47
51311267911,ddb,205,135
51311278969,ceb,168,28
51311283571,ged,14,127
51311290178,ceb,250,28
51311316275,gff,232,219
51311338640,dee,30,58
51311338957,dcb,68,290
51311340353,bdg,61,251
51311352398,gee,234,33
51311352595,cag,14,94
51311379050,edd,152,153
51311389041,afc,144,239
51311390924,bgd,236,103
51311396389,dca,49,144
51311405313,gdc,165,241
51311405432,cad,88,226
51311435624,cde,254,61
51311515067,ggd,206,26
51311524393,bac,245,138
51311534862,dfg,102,234
51311550773,bff,283,53
51311560916,adf,228,296
51311614057,gdd,7,99
51311640279,fad,232,239
51311641674,gfc,94,54
51311669527,cee,270,260
51311671982,dfa,230,221
51311674177,ced,281,72
51311718760,cga,224,260
51311722727,fdc,12,182
51311732097,bcd,41,201
51311739143,dfd,1,83
51311759817,eba,244,111
51311814362,abg,37,213
51311862597,dae,289,229
51311874308,cge,279,42
51311887487,bae,186,285
51311937019,cfe,33,280
51312001692,cfb,93,22
51312014785,fgb,110,78
51312030532,cee,10,249
51312057918,bee,191,265
51312066483,abf,9,178
51312092085,dge,70,206
51312094400,dfb,145,175
51312099099,ecg,82,140
51312109299,ggg,282,220
51312110124,ffa,111,218
51312119131,gfa,106,277
51312137199,eff,13,99
51312147931,bff,173,43
51312163271,gfg,105,186
51312168439,fdf,9,17
51312178747,ace,281,252
51312185000,fba,286,325
51312190646,gef,104,64
51312218727,gca,126,32
51312225855,gcg,91,252
51312229708,dbc,191,109
51312237093,dcc,117,113
51312254711,bed,110,133
51312255961,ded,229,62
51312256963,cfb,184,17
51312259832,agf,282,77
51312279058,ddg,42,183
51312280022,cfc,271,14
51312295389,aee,189,264
51312298651,efd,113,192
51312314060,gab,295,171
51312341370,ccb,201,281
51312366653,bcc,275,291
51312373651,egb,32,212
51312384983,dad,49,151
51312430647,bdb,137,233
51312442083,cgc,281,153
51312481504,feb,123,209
51312513912,ebc,99,262
51312529461,bee,112,233
51312545814,gcd,20,10
51312549801,beg,295,170
51312591668,gdb,25,319
51312594190,dae,202,192
51312598401,dgb,184,131
51312619033,gde,226,56
51312625086,efb,180,12
51312651934,edb,201,125
51312674348,cae,76,318
51312680779,adg,287,203
51312700561,feg,78,283
51312722324,def,90,97
51312725570,fge,117,190
51312756746,aaa,259,164
51312759694,gae,132,241
51312785527,ccg,162,75
51312785954,aaf,127,315
51312789508,ege,89,81
51312790692,fce,145,220
51312810605,cda,3,212
51312830251,deg,79,317
51312847709,bfb,78,134
51312860027,gga,54,135
51312873146,eca,173,261
51312918168,dab,167,10
51312923762,ege,173,76
51312941218,fgd,171,256
51312957861,gcf,100,83
51312972709,aba,44,238
51312976368,agg,9,230
51312986919,deb,165,138
51313022087,bdf,153,162
51313025032,ggb,290,271
51313029427,gag,13,31
51313047784,cba,191,210
51313049822,cce,261,128
51313060983,acd,189,243
51313077314,eeg,291,21
51313081445,gdf,79,22
51313104364,agb,252,28
51313115956,bdc,76,77
51313128782,daf,144,214
51313135950,bec,186,137
51313158345,bbf,157,221
51313205196,bda,128,10
51313243535,gda,242,106
51313255160,fdc,260,183
51313287546,bge,254,169
51313303647,cab,130,235
51313307262,aag,16,198
51313314334,gfc,159,60
51313320094,bbe,224,58
51313338552,dgc,117,131
51313401734,gad,274,88
51313424492,gbd,266,114
51313455629,agc,154,75
51313463866,dgf,34,49
51313474431,dea,13,64
51313486402,gea,6,154
51313487055,bde,196,77
51313489288,bfa,73,140
51313506694,fef,8,112
51313508861,ggd,130,23
51313511210,fad,221,219
51313524188,bcb,299,323
51313544720,gdb,262,322
51313554925,cdg,115,70
51313563037,bag,224,111
51313574391,bga,150,213
51313576264,fed,255,161
51313577577,gbe,268,55
51313580893,gdf,65,19
51313581679,adb,19,249
51313583620,ade,8,160
51313597762,eaf,232,95
51313606203,cbf,11,15
51313614941,gbf,59,75
51313627808,abe,158,264
51313642676,gcb,15,198
51313643453,gbb,175,58
51313647690,ddc,39,94
51313666571,egf,284,240
51313672649,fgf,216,95
51313682077,fcf,10,281
51313711665,ffe,25,292
51313725541,dbb,269,262
51313739878,gbc,296,93
51313775067,gac,50,98
51313787702,ecb,75,25
51313789844,acb,46,208
51313814710,fea,40,44
51313823615,gcb,3,198
51313826629,afc,173,224
51313832746,ead,85,185
51313847762,gfg,61,159
51313866443,aga,166,108
51313866743,cca,280,177
51313887610,fdd,67,49
51313915212,gce,113,88
51313925284,dda,238,69
51313925740,gbe,4,64
51313964867,cdf,144,77
51313978168,gfb,60,273
51313991271,aef,275,205
51314020187,cgd,254,201
51314028401,eea,180,405
51314028784,age,295,36
51314044503,bcf,33,70
51314052257,gga,124,108
51314059525,bea,279,97
51314068193,ffd,121,159
51314085654,cfa,226,75
51314105830,agb,55,23
51314147192,afa,103,235
51314162446,cde,243,72
51314168280,acf,5,337
51314182006,afe,185,97
51314184251,fbb,212,178
51314212752,fda,52,200
51314214660,fec,161,237
51314243889,aba,150,204
51314261081,dfd,253,74
51314268871,cee,130,288
51314276902,ada,128,232
51314283939,dec,219,5
51314304237,efg,30,255
51314353683,ccb,59,331
51314360048,geg,183,140
51314366626,bfc,136,206
51314402189,dgb,285,155
51314419750,gef,242,55
51314433045,aae,19,205
51314434507,eff,77,95
51314441514,cdc,189,224
51314454248,bac,127,138
51314455604,faf,100,84
51314460235,bcg,74,129
51314475319,bbb,72,175
51314475870,dge,144,238
51314477251,dde,33,296
51314478436,ceg,234,62
51314492281,efe,107,184
51314508887,ada,289,276
51314509568,ffb,228,185
51314514937,ddd,149,54
51314519251,cfd,102,150
51314532262,aef,1,180
51314536109,cag,194,94
51314553147,agc,56,77
51314557349,cec,182,294
51314558219,abc,224,257
51314560933,gfd,6,105
51314562292,ecf,78,87
51314577753,cbb,7,79
51314591906,bbg,27,204
51314620880,aca,6,32
51314627511,geb,106,55
51314630668,edf,145,17
51314719287,gab,24,200
51314727227,gbb,78,69
51314728833,eeb,255,172
51314739652,ccc,273,27
51314743047,bad,4,274
51314774529,aga,82,93
51314813667,fgf,212,96
51314813669,gdg,27,5
51314818118,bfg,206,23
51314837259,dce,23,342
51314846026,fcg,104,168
51314861510,faa,132,104
51314897406,eff,1,97
51314903520,gda,116,117
51314929927,faf,78,73
51314939189,caf,281,188
51314947246,eeb,283,199
51314953402,afb,115,255
51314964818,fee,148,89
51314966948,gaa,139,102
51314975435,dgd,158,223
51314979844,dbg,3,210
51314985277,cfg,144,288
51314994921,bcd,207,237
51315010205,cea,224,163
51315010663,eec,293,162
51315018424,caa,298,25
51315044104,bef,89,61
51315050080,gec,213,107
51315061481,dag,140,204
51315066304,eed,14,255
51315079507,gca,115,32
51315080106,eae,2,45
51315095239,ece,133,191
51315138582,bed,136,130
51315147575,bab,127,78
51315162767,fge,73,167
51315182674,add,214,252
51315188774,fdf,268,17
51315194422,aeb,70,146
51315194827,ecd,87,254
51315241114,eee,297,128
51315246810,dcb,299,281
51315263836,eef,249,278
51315270328,dda,247,61
51315300419,bbc,235,213
51315304893,fgd,292,243
51315320807,dfe,208,86
51315340840,gae,14,231
51315376170,gdd,28,116
51315388908,egd,189,50
51315395224,fgg,22,10
51315407195,bgc,223,164
51315440026,afc,41,199
51315453216,dgc,238,107
51315460610,gfd,229,100
51315479325,eda,9,257
51315485753,beb,228,226
51315524328,efc,69,208
51315534157,ade,182,152
51315561838,cff,44,72
51315585167,dbd,290,180
51315593033,efb,90,14
51315593782,aff,139,165
51315610387,dda,120,57
51315612610,bga,106,225
51315615394,dcg,196,55
51315620903,ccf,73,41
51315621340,bgf,95,161
51315622554,fac,57,264
51315654724,ebc,134,280
51315663072,bcg,293,132
51315696802,fbf,204,102
51315732659,cbc,158,207
51315733949,fce,126,224
51315794382,bae,31,230
51315796236,bfa,273,148
51315807637,ebb,70,37
51315822318,bfe,291,72
51315844775,ade,103,176
51315851943,bfb,180,124
51315906016,bdf,215,181
51315913136,fdb,259,278
51315914553,gge,21,31
51315933866,cdd,259,115
51315961555,aab,31,232
51315986744,bag,268,117
51316009918,dba,170,91
51316046322,ead,206,214
51316056418,cgf,30,16
51316082542,bfd,54,150
51316089857,dfg,280,196
51316126374,bad,19,312
51316143085,bff,210,38
51316180732,cfc,206,14
51316184427,eaa,113,254
51316188734,cbg,230,271
51316200904,cgc,79,154
51316206414,dfa,5,262
51316216421,cbe,121,150
51316222463,eac,61,238
51316223726,dfb,267,171
51316224066,deb,91,117
51316232251,abb,295,285
51316254336,gga,86,87
51316260974,dag,285,236
51316291215,fgb,119,68
51316303439,afe,144,80
51316315660,acg,228,13
51316319854,ccb,86,287
51316334876,fef,139,131
51316347902,cad,278,232
51316461597,fcd,258,88
51316482654,dee,135,58
51316488205,fae,199,22
51316541263,fcc,69,86
51316577216,adc,164,61
51316578593,gcg,138,214
51316591576,agf,3,68
51316592728,fbe,10,11
51316594316,bbe,235,53
51316602227,bbg,88,187
51316620589,fed,13,185
51316632140,acc,6,229
51316641167,cbe,269,144
51316644461,bge,241,180
51316657602,dfc,279,185
51316668376,ebg,298,136
51316671351,dad,227,160
51316710275,dbe,236,82
51316712559,fbd,93,122
51316713187,bcc,47,258
51316720364,cbc,86,240
51316736644,fcb,211,194
51316743630,aed,263,336
51316764525,ggg,288,242
51316769407,aea,128,281
51316796408,efb,175,13
51316799586,dgg,242,174
51316804943,bba,264,280
51316836685,aac,134,160
51316854731,aec,202,19
51316860781,fca,102,191
51316883367,ggc,229,335
51316885404,cde,131,60
51316894577,bfd,157,129
51316933824,aeg,4,85
51316945343,bdc,55,66
51316952512,bgc,146,145
51316977108,dff,180,72
51316982671,gff,286,214
51317012250,dgc,229,107
51317044301,cda,276,245
51317053811,fff,185,206
51317064528,gda,107,98
51317069674,efe,54,187
51317093266,fga,267,67
51317100305,dcd,230,13
51317100780,ebd,124,238
51317108733,agg,10,259
51317118589,eef,118,230
51317119010,ebc,96,249
51317120386,bdd,192,115
51317128724,def,249,99
51317132598,dcf,60,114
51317134558,afd,98,284
51317140300,ddd,271,53
51317144195,dgb,201,173
51317145022,aaa,93,183
51317179971,bca,243,182
51317184831,ddd,278,47
51317190736,ebe,36,233
51317191798,ffd,2,179
51317198764,edc,130,206
51317205385,abb,295,242
51317207904,dgc,153,88
51317251581,ggf,97,122
51317258724,fcg,191,151
51317273393,gea,144,141
51317319486,eee,211,134
51317329180,fcd,72,78
51317336430,efc,176,199
51317357180,bfe,121,58
51317361147,gfd,205,105
51317362691,eab,139,130
51317368744,baa,67,99
51317387479,cce,210,152
51317395756,fde,247,247
51317396875,bfa,181,125
51317397886,bec,259,124
51317409144,aga,126,79
51317414745,fgb,94,59
51317432853,gag,153,36
51317453039,gag,16,33
51317459051,ggb,23,306
51317468462,ffg,116,191
51317476354,egg,60,64
51317496972,ebf,156,125
51317499399,cgg,11,178
51317547533,daf,178,231
51317550213,baf,126,187
51317577179,dag,148,247
51317577581,eag,36,36
51317583092,bdb,94,263
